Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Jul 3, 2017;Jul 4, 2017;12,240.00;13,156.75;2,796.50;24,075.75;192.00;62,673.75;7,048.75;0.00;9,106.75;3,936.00
Jul 4, 2017;Jul 5, 2017;12,240.00;12,924.75;1,728.00;28,004.50;192.00;62,879.25;14,905.00;346.25;9,552.75;3,936.00
Jul 5, 2017;Jul 6, 2017;12,240.00;11,911.00;1,095.00;30,512.75;192.00;62,921.75;40,714.50;960.50;8,806.75;3,936.00
Jul 6, 2017;Jul 7, 2017;12,240.00;11,553.00;937.75;29,030.50;192.00;62,663.75;42,896.75;991.50;10,370.25;4,063.25
Jul 7, 2017;Jul 8, 2017;12,240.00;11,715.00;5,376.00;23,470.25;192.00;62,690.25;40,689.25;986.50;13,841.50;3,936.00
Jul 8, 2017;Jul 9, 2017;12,240.00;11,389.75;2,342.75;25,689.75;192.00;61,966.00;7,784.25;0.00;5,584.00;3,936.00
Jul 9, 2017;Jul 10, 2017;12,240.00;11,428.00;2,614.00;20,258.75;192.00;62,417.25;4,165.50;0.00;6,757.25;3,936.00
Jul 10, 2017;Jul 11, 2017;12,240.00;12,174.00;6,611.00;18,262.50;192.00;62,413.25;35,209.25;1,004.75;14,268.75;3,936.00
Jul 11, 2017;Jul 12, 2017;12,240.00;12,636.00;6,356.75;19,939.25;192.00;62,670.50;21,595.75;1,012.00;8,087.00;3,936.00
Jul 12, 2017;Jul 13, 2017;12,240.00;12,074.75;11,044.00;14,711.25;192.00;62,822.00;7,329.50;537.25;9,394.50;3,936.00
Jul 13, 2017;Jul 14, 2017;12,240.00;11,978.25;1,145.00;29,023.25;192.00;63,061.75;4,070.00;0.00;9,320.75;3,936.00
Jul 14, 2017;Jul 15, 2017;12,240.00;11,770.00;2,615.75;19,147.00;192.00;62,900.50;5,559.50;0.00;7,366.25;3,939.25
Jul 15, 2017;Jul 16, 2017;12,240.00;11,795.50;2,443.75;22,908.75;192.00;63,034.00;3,607.25;0.00;4,022.50;3,936.00
Jul 16, 2017;Jul 17, 2017;12,240.00;11,720.00;445.00;25,448.25;192.00;62,955.75;3,126.25;0.00;6,158.00;3,936.00
Jul 17, 2017;Jul 18, 2017;12,240.00;11,421.25;518.50;27,198.50;192.00;62,812.25;34,866.00;908.25;8,488.50;3,936.00
Jul 18, 2017;Jul 19, 2017;12,240.00;10,464.75;1,999.50;27,953.25;192.00;62,676.00;41,855.00;899.50;7,447.75;3,936.00
Jul 19, 2017;Jul 20, 2017;12,240.00;11,057.75;2,960.50;28,237.75;192.00;62,679.50;26,529.25;319.75;8,827.50;3,987.75
Jul 20, 2017;Jul 21, 2017;12,240.00;11,391.50;5,712.50;15,799.75;192.00;62,400.00;30,088.25;913.25;7,286.75;3,970.50
Jul 21, 2017;Jul 22, 2017;12,240.00;11,361.50;2,119.75;26,657.75;192.00;62,597.50;28,668.75;920.00;5,496.75;3,936.00
Jul 22, 2017;Jul 23, 2017;12,240.00;11,587.50;2,698.50;25,032.75;192.00;62,725.25;5,181.25;0.00;5,811.25;3,936.00
Jul 23, 2017;Jul 24, 2017;12,240.00;11,379.00;8,030.50;18,886.25;192.00;55,526.00;1,843.00;0.00;5,270.75;3,936.00
Jul 24, 2017;Jul 25, 2017;12,240.00;11,203.75;7,456.25;13,265.00;192.00;63,072.50;23,877.50;0.00;8,026.50;3,936.00
Jul 25, 2017;Jul 26, 2017;12,240.00;12,142.75;11,351.50;10,374.25;192.00;63,271.50;20,474.00;1,400.25;4,173.00;3,936.00
Jul 26, 2017;Jul 27, 2017;12,240.00;14,113.25;13,266.25;8,901.00;192.00;63,128.25;34,702.50;977.00;9,191.75;3,936.00
Jul 27, 2017;Jul 28, 2017;12,240.00;13,441.25;6,943.75;12,416.00;192.00;63,051.25;28,192.50;19.25;8,213.50;3,936.00
Jul 28, 2017;Jul 29, 2017;12,240.00;14,295.75;5,093.00;20,984.75;192.00;62,702.50;5,694.75;0.00;9,666.75;3,936.00
Jul 29, 2017;Jul 30, 2017;12,240.00;14,497.50;2,754.75;28,240.25;192.00;59,789.75;526.75;0.00;9,198.00;3,936.00
Jul 30, 2017;Jul 31, 2017;12,240.00;12,827.25;4,859.25;24,666.50;192.00;58,649.25;1,064.00;0.00;9,240.75;3,936.00
Jul 31, 2017;Aug 1, 2017;12,240.00;13,469.25;3,941.00;20,658.75;192.00;63,055.50;22,210.50;326.00;13,169.50;3,936.00
Aug 1, 2017;Aug 2, 2017;12,240.00;13,407.25;4,582.00;24,208.00;192.00;62,840.50;31,116.00;2.00;8,890.50;3,936.00
Aug 2, 2017;Aug 3, 2017;12,240.00;12,932.75;2,205.00;24,282.00;192.00;62,850.75;27,884.50;0.00;10,818.25;3,936.00
Aug 3, 2017;Aug 4, 2017;12,240.00;13,048.75;4,735.75;16,536.50;192.00;62,664.25;2,350.50;224.75;11,760.25;3,936.00
Aug 4, 2017;Aug 5, 2017;12,240.00;12,439.75;6,429.50;19,474.25;192.00;61,783.25;639.25;20.25;10,382.00;3,936.00
Aug 5, 2017;Aug 6, 2017;12,240.00;11,881.50;5,429.50;21,642.00;192.00;63,032.75;625.50;0.00;7,978.50;3,936.00
Aug 6, 2017;Aug 7, 2017;12,240.00;11,693.00;791.50;20,954.75;192.00;60,779.00;267.00;0.00;5,563.75;3,936.00
Aug 7, 2017;Aug 8, 2017;12,240.00;11,411.75;3,249.25;30,125.75;192.00;62,709.00;4,109.00;0.00;7,812.00;3,936.00
Aug 8, 2017;Aug 9, 2017;12,240.00;11,673.75;4,620.25;14,355.25;192.00;62,970.50;13,354.75;0.00;10,156.50;3,936.00
Aug 9, 2017;Aug 10, 2017;12,240.00;13,012.25;2,310.25;17,815.25;192.00;63,125.75;5,579.50;0.00;9,872.00;3,936.00
Aug 10, 2017;Aug 11, 2017;12,240.00;12,588.25;4,647.00;4,090.50;192.00;63,357.75;26,172.50;0.00;12,046.00;3,936.00
Aug 11, 2017;Aug 12, 2017;12,240.00;13,576.75;3,371.00;5,625.00;192.00;63,241.00;31,789.00;848.25;12,068.50;3,936.00
Aug 12, 2017;Aug 13, 2017;12,240.00;14,042.25;7,282.50;12,023.50;192.00;61,700.75;435.50;0.00;6,495.25;3,936.00
Aug 13, 2017;Aug 14, 2017;12,240.00;13,694.75;2,655.25;19,772.25;192.00;62,537.75;707.50;0.00;6,357.00;3,936.00
Aug 14, 2017;Aug 15, 2017;12,240.00;13,168.00;3,212.50;26,345.00;192.00;62,659.75;3,617.75;0.00;8,906.25;3,936.00
Aug 15, 2017;Aug 16, 2017;12,240.00;12,891.50;3,263.25;24,540.00;192.00;62,496.00;6,117.50;0.00;12,945.75;3,936.00
Aug 16, 2017;Aug 17, 2017;12,240.00;12,907.00;2,110.50;21,949.00;192.00;62,568.00;15,741.25;902.75;9,373.00;3,936.00
Aug 17, 2017;Aug 18, 2017;12,240.00;13,664.50;1,823.75;22,528.75;192.00;62,751.25;10,351.75;0.00;11,213.50;3,939.00
Aug 18, 2017;Aug 19, 2017;12,240.00;13,095.75;5,019.00;21,402.75;192.00;62,658.25;12,931.25;554.00;13,728.25;3,936.00
Aug 19, 2017;Aug 20, 2017;12,240.00;13,599.00;3,702.25;20,386.00;192.00;62,289.75;290.75;0.00;7,867.75;3,936.00
Aug 20, 2017;Aug 21, 2017;12,240.00;12,715.75;3,444.75;23,711.50;192.00;62,005.50;514.50;0.00;5,974.50;3,936.00
Aug 21, 2017;Aug 22, 2017;12,240.00;10,815.50;174.75;22,160.50;192.00;62,590.75;17,948.00;0.00;8,978.25;3,936.00
Aug 22, 2017;Aug 23, 2017;12,240.00;11,257.00;511.25;25,518.75;192.00;62,560.25;31,666.00;0.00;10,716.75;3,936.00
Aug 23, 2017;Aug 24, 2017;12,240.00;11,848.75;1,182.75;26,359.50;192.00;62,275.50;31,243.00;0.00;10,261.75;3,936.00
Aug 24, 2017;Aug 25, 2017;12,240.00;11,784.50;3,287.00;22,298.00;192.00;62,061.75;36,560.25;1,700.75;14,205.75;3,936.00
Aug 25, 2017;Aug 26, 2017;12,240.00;12,188.00;1,062.75;23,588.00;192.00;61,774.25;41,543.50;938.25;12,496.00;3,936.00
Aug 26, 2017;Aug 27, 2017;12,240.00;11,113.75;2,864.50;24,017.75;192.00;61,564.25;38,048.50;0.00;7,729.00;3,936.00
Aug 27, 2017;Aug 28, 2017;12,240.00;10,594.25;713.75;17,574.25;192.00;61,434.75;7,155.75;0.00;8,556.75;3,936.00
Aug 28, 2017;Aug 29, 2017;12,240.00;10,420.25;796.75;23,808.50;192.00;61,444.25;45,059.25;0.00;11,459.25;3,936.00
Aug 29, 2017;Aug 30, 2017;12,240.00;10,012.75;1,502.75;25,554.25;192.00;61,243.75;52,693.25;0.00;12,312.25;3,977.50
Aug 30, 2017;Aug 31, 2017;12,240.00;10,631.00;4,760.75;20,846.25;192.00;60,808.00;42,822.25;0.00;10,489.25;3,936.00
Aug 31, 2017;Sep 1, 2017;12,240.00;10,458.25;4,969.75;5,068.75;192.00;60,183.75;50,003.25;0.00;7,934.00;3,936.00
Sep 1, 2017;Sep 2, 2017;12,240.00;13,007.75;1,158.75;9,182.00;192.00;44,770.25;49,601.00;0.00;5,884.75;3,936.00
Sep 2, 2017;Sep 3, 2017;12,240.00;13,680.00;599.75;12,943.25;192.00;31,194.00;26,994.25;0.00;5,443.00;3,936.00
Sep 3, 2017;Sep 4, 2017;12,240.00;13,016.75;359.75;19,337.50;192.00;31,458.50;7,735.25;0.00;4,098.25;3,936.00
Sep 4, 2017;Sep 5, 2017;12,240.00;13,858.75;561.75;20,126.75;192.00;32,182.25;33,831.00;0.00;7,373.25;3,936.00
Sep 5, 2017;Sep 6, 2017;12,240.00;14,030.25;1,159.25;18,217.25;192.00;32,323.75;50,197.00;0.00;7,270.00;3,936.00
Sep 6, 2017;Sep 7, 2017;12,240.00;13,657.00;11,350.75;16,351.00;192.00;32,268.00;17,064.25;58.75;11,961.00;3,936.00
Sep 7, 2017;Sep 8, 2017;12,240.00;13,214.75;3,428.50;13,942.00;192.00;32,143.25;26,036.25;0.00;11,203.00;3,936.25
Sep 8, 2017;Sep 9, 2017;12,240.00;12,700.50;7,659.75;15,381.50;192.00;31,863.75;2,058.50;0.00;10,712.75;3,936.00
Sep 9, 2017;Sep 10, 2017;12,240.00;12,801.50;8,960.00;5,575.50;192.00;32,070.50;397.00;0.00;10,640.25;3,936.00
Sep 10, 2017;Sep 11, 2017;12,240.00;12,395.00;2,995.00;14,785.00;192.00;30,926.75;965.50;0.00;7,705.00;3,936.00
Sep 11, 2017;Sep 12, 2017;12,240.00;12,422.75;12,303.00;12,590.00;192.00;29,858.50;20,328.25;0.00;10,026.25;3,936.00
Sep 12, 2017;Sep 13, 2017;12,240.00;12,690.25;12,137.25;15,231.25;192.00;31,994.75;9,932.00;0.00;9,061.25;3,936.00
Sep 13, 2017;Sep 14, 2017;12,240.00;12,850.00;20,979.00;6,806.50;192.00;29,499.75;25,770.25;232.75;8,701.50;4,139.25
Sep 14, 2017;Sep 15, 2017;12,240.00;12,891.75;19,474.50;6,472.00;192.00;31,950.75;7,462.75;0.00;10,048.75;3,936.00
Sep 15, 2017;Sep 16, 2017;12,240.00;13,000.50;4,552.00;19,017.25;192.00;32,291.50;30,568.75;0.00;9,403.00;3,936.00
Sep 16, 2017;Sep 17, 2017;12,240.00;12,337.50;799.75;14,222.25;192.00;32,291.50;35,054.25;0.00;8,073.50;3,936.00
Sep 17, 2017;Sep 18, 2017;12,240.00;12,124.25;808.00;16,280.75;192.00;32,992.00;26,002.75;0.00;7,365.75;3,936.00
Sep 18, 2017;Sep 19, 2017;12,240.00;11,885.25;1,900.50;12,768.75;192.00;32,978.75;50,035.00;0.00;11,387.25;3,936.00
Sep 19, 2017;Sep 20, 2017;12,240.00;11,435.50;1,699.00;11,795.50;192.00;32,884.25;58,151.50;0.00;10,626.75;3,936.00
Sep 20, 2017;Sep 21, 2017;12,240.00;11,325.25;1,351.00;13,467.00;192.00;32,855.75;58,876.75;348.50;10,536.00;4,468.25
Sep 21, 2017;Sep 22, 2017;12,240.00;12,172.75;697.75;21,877.75;192.00;32,400.75;55,763.25;0.00;7,778.50;3,936.00
Sep 22, 2017;Sep 23, 2017;12,240.00;11,961.25;784.50;20,166.25;192.00;32,554.00;59,742.75;0.00;11,578.25;3,936.00
Sep 23, 2017;Sep 24, 2017;12,240.00;11,479.25;581.50;19,081.75;192.00;32,515.50;33,237.75;0.00;9,184.75;3,936.00
Sep 24, 2017;Sep 25, 2017;12,240.00;11,548.00;780.50;16,492.00;192.00;32,216.25;32,591.75;0.00;8,639.75;3,936.00
Sep 25, 2017;Sep 26, 2017;12,240.00;11,473.50;960.00;19,216.25;192.00;32,076.25;57,977.00;0.00;14,831.00;3,936.00
Sep 26, 2017;Sep 27, 2017;12,240.00;11,271.50;1,048.75;16,881.50;192.00;31,321.25;53,095.75;0.00;13,112.25;4,205.75
Sep 27, 2017;Sep 28, 2017;12,240.00;11,329.75;432.00;17,674.00;192.00;31,050.75;57,718.50;0.00;12,310.50;3,936.00
Sep 28, 2017;Sep 29, 2017;12,240.00;11,050.75;1,208.50;13,729.50;192.00;48,836.00;54,554.25;0.00;10,302.75;3,936.00
Sep 29, 2017;Sep 30, 2017;12,240.00;10,835.75;512.75;11,218.25;192.00;63,468.75;52,713.75;0.00;8,756.25;3,936.00
Sep 30, 2017;Oct 1, 2017;12,240.00;10,392.00;3,366.00;13,713.75;192.00;63,551.25;7,172.25;0.00;7,025.00;3,936.00
Oct 1, 2017;Oct 2, 2017;12,240.00;11,391.25;2,012.75;15,292.25;192.00;63,783.25;427.75;0.00;9,055.50;3,936.00
Oct 2, 2017;Oct 3, 2017;12,240.00;11,027.25;9,246.50;5,448.75;192.00;55,945.25;153.00;0.00;9,023.25;3,936.00
Oct 3, 2017;Oct 4, 2017;12,240.00;11,433.75;8,109.25;11,497.75;192.00;64,127.00;9,900.50;0.00;10,251.25;3,936.00
Oct 4, 2017;Oct 5, 2017;12,240.00;12,053.50;6,826.75;12,856.25;192.00;64,164.00;12,886.00;579.75;7,341.75;3,936.00
Oct 5, 2017;Oct 6, 2017;12,240.00;11,840.75;19,029.00;15,626.00;192.00;62,117.50;461.00;0.00;10,499.00;3,936.00
Oct 6, 2017;Oct 7, 2017;12,240.00;12,633.50;9,481.25;9,177.00;192.00;63,836.75;20,247.50;0.00;8,013.50;3,936.00
Oct 7, 2017;Oct 8, 2017;12,240.00;12,380.75;11,083.75;12,292.75;192.00;57,798.75;9.00;0.00;5,328.50;3,936.00
Oct 8, 2017;Oct 9, 2017;12,240.00;13,049.50;10,753.00;5,555.00;192.00;63,698.25;8,284.75;0.00;9,475.00;3,936.00
Oct 9, 2017;Oct 10, 2017;12,240.00;12,703.50;2,165.50;8,573.75;192.00;64,264.75;57,213.25;0.00;13,511.50;3,936.00
Oct 10, 2017;Oct 11, 2017;12,240.00;12,545.75;8,238.75;6,055.75;192.00;63,882.50;54,059.00;0.00;13,426.75;3,936.75
Oct 11, 2017;Oct 12, 2017;12,240.00;12,477.00;5,657.00;13,595.50;192.00;63,534.75;32,218.00;198.75;11,083.00;3,988.75
Oct 12, 2017;Oct 13, 2017;12,240.00;11,382.00;12,768.50;9,181.50;192.00;63,012.75;24,361.50;0.00;9,057.25;4,200.50
Oct 13, 2017;Oct 14, 2017;12,240.00;11,541.75;2,790.75;16,166.00;192.00;63,619.50;57,763.75;0.00;14,345.75;3,965.00
Oct 14, 2017;Oct 15, 2017;12,240.00;11,515.25;331.50;18,063.25;192.00;63,674.75;26,928.75;0.00;9,466.25;3,936.00
Oct 15, 2017;Oct 16, 2017;12,240.00;10,954.00;2,036.75;16,892.75;192.00;63,578.00;9,054.50;0.00;8,511.75;3,936.00
Oct 16, 2017;Oct 17, 2017;12,240.00;10,192.75;3,003.50;17,450.00;192.00;63,761.25;52,680.75;0.00;9,354.00;3,936.00
Oct 17, 2017;Oct 18, 2017;12,240.00;9,715.50;1,355.25;17,376.00;192.00;63,799.25;55,045.50;205.00;9,880.75;3,936.00
Oct 18, 2017;Oct 19, 2017;12,240.00;10,084.75;582.75;16,823.00;192.00;64,097.50;65,093.00;192.00;16,284.50;3,936.00
Oct 19, 2017;Oct 20, 2017;12,240.00;9,379.50;2,080.75;13,350.75;192.00;63,988.75;64,256.00;145.50;9,036.50;3,992.00
Oct 20, 2017;Oct 21, 2017;12,240.00;8,833.50;6,122.75;8,259.25;192.00;63,956.50;34,622.25;154.75;6,794.25;3,936.00
Oct 21, 2017;Oct 22, 2017;12,240.00;8,665.25;6,168.75;8,106.75;192.00;58,971.25;35,467.25;0.00;9,931.50;3,936.00
Oct 22, 2017;Oct 23, 2017;12,240.00;9,014.75;15,163.00;9,530.75;192.00;63,444.75;8,135.00;0.00;6,685.00;3,936.00
Oct 23, 2017;Oct 24, 2017;12,240.00;9,532.25;8,635.75;4,898.50;192.00;63,588.25;61,400.75;0.00;9,095.50;3,936.00
Oct 24, 2017;Oct 25, 2017;12,240.00;9,931.75;3,711.50;7,951.50;192.00;64,243.75;59,144.75;0.00;5,620.00;3,936.00
Oct 25, 2017;Oct 26, 2017;12,240.00;9,824.75;4,687.75;10,542.50;192.00;63,979.75;30,705.50;41.75;8,783.00;3,936.00
Oct 26, 2017;Oct 27, 2017;12,240.00;9,274.50;2,015.75;11,014.75;192.00;64,020.50;39,837.25;0.00;10,032.50;3,936.00
Oct 27, 2017;Oct 28, 2017;12,240.00;9,236.50;10,187.75;7,783.50;192.00;63,677.25;14,603.25;0.00;9,084.00;3,936.00
Oct 28, 2017;Oct 29, 2017;12,240.00;9,381.75;16,160.00;6,241.50;192.00;53,216.00;6,145.50;0.00;4,278.75;3,936.00
Oct 29, 2017;Oct 30, 2017;12,750.00;9,307.25;20,546.25;4,394.25;200.00;47,434.50;5,289.00;0.00;4,970.00;4,100.00
Oct 30, 2017;Oct 31, 2017;12,240.00;10,445.00;4,022.50;9,302.50;192.00;63,994.75;10,334.75;0.00;7,356.50;3,936.00
Oct 31, 2017;Nov 1, 2017;12,240.00;10,315.75;814.50;13,475.25;192.00;64,189.00;9,788.00;0.00;7,837.00;3,936.00
Nov 1, 2017;Nov 2, 2017;12,240.00;9,663.25;2,215.75;10,323.75;192.00;64,480.50;13,755.00;0.00;9,940.75;3,936.00
Nov 2, 2017;Nov 3, 2017;12,240.00;9,770.50;11,733.50;7,360.00;192.00;64,165.00;46,109.50;0.00;10,666.75;3,936.00
Nov 3, 2017;Nov 4, 2017;12,240.00;9,685.00;2,363.50;7,734.00;192.00;64,110.00;70,887.00;0.00;11,832.25;3,936.00
Nov 4, 2017;Nov 5, 2017;12,240.00;9,859.00;5,610.00;8,351.75;192.00;63,897.75;22,725.50;0.00;4,862.50;3,936.00
Nov 5, 2017;Nov 6, 2017;12,240.00;10,030.50;8,340.75;1,434.50;192.00;63,594.50;17,603.25;0.00;4,174.75;3,936.00
Nov 6, 2017;Nov 7, 2017;12,240.00;11,594.25;3,898.50;3,511.50;192.00;64,514.75;51,037.50;0.00;11,999.00;3,936.00
Nov 7, 2017;Nov 8, 2017;12,240.00;11,054.75;5,752.25;1,550.50;192.00;64,699.75;67,419.50;0.00;12,024.25;4,300.50
Nov 8, 2017;Nov 9, 2017;12,240.00;11,097.75;684.75;1,724.00;192.00;64,624.50;69,048.25;311.25;15,715.00;4,981.25
Nov 9, 2017;Nov 10, 2017;12,240.00;10,462.75;642.75;1,892.75;192.00;64,531.25;66,743.75;1,461.25;10,766.25;4,697.00
Nov 10, 2017;Nov 11, 2017;12,240.00;10,226.00;13,258.75;1,775.25;192.00;64,402.25;14,409.75;20.50;10,128.75;3,936.00
Nov 11, 2017;Nov 12, 2017;12,240.00;11,822.50;15,326.50;1,706.00;192.00;53,097.75;10,760.75;0.00;5,250.25;3,936.00
Nov 12, 2017;Nov 13, 2017;12,240.00;13,470.50;8,234.25;1,232.50;192.00;61,044.50;14,803.00;0.00;9,306.00;3,936.00
Nov 13, 2017;Nov 14, 2017;12,240.00;12,656.50;3,038.50;4,040.00;192.00;64,272.50;59,002.00;240.25;8,906.50;3,936.00
Nov 14, 2017;Nov 15, 2017;12,240.00;13,287.75;570.25;6,911.50;192.00;64,489.75;64,848.50;290.00;6,736.25;3,936.00
Nov 15, 2017;Nov 16, 2017;12,240.00;14,893.25;3,344.75;7,418.00;192.00;64,510.25;78,488.50;409.75;20,955.00;3,936.00
Nov 16, 2017;Nov 17, 2017;12,240.00;14,065.75;1,098.75;2,272.25;192.00;64,423.00;77,406.00;272.75;17,287.25;3,936.00
Nov 17, 2017;Nov 18, 2017;12,240.00;12,406.00;330.25;2,190.25;192.00;64,435.75;67,932.50;0.00;8,315.25;3,936.00
Nov 18, 2017;Nov 19, 2017;12,240.00;12,261.00;9,271.75;3,275.00;192.00;64,420.75;23,450.50;0.00;6,598.00;3,936.00
Nov 19, 2017;Nov 20, 2017;12,240.00;12,439.50;17,269.25;4,681.75;192.00;63,757.75;19,629.00;0.00;2,230.50;3,936.00
Nov 20, 2017;Nov 21, 2017;12,240.00;12,662.00;13,348.50;2,001.00;192.00;63,854.50;61,799.50;469.50;11,484.25;3,936.00
Nov 21, 2017;Nov 22, 2017;12,240.00;12,266.00;16,698.75;3,170.50;192.00;64,556.25;74,758.00;317.50;11,347.25;3,936.00
Nov 22, 2017;Nov 23, 2017;12,240.00;12,025.75;12,045.75;9,598.75;192.00;64,305.50;26,787.50;247.75;12,757.25;3,936.00
Nov 23, 2017;Nov 24, 2017;12,240.00;11,585.25;17,319.25;6,599.00;192.00;64,347.50;33,456.25;14.00;8,536.75;3,936.00
Nov 24, 2017;Nov 25, 2017;12,240.00;10,992.50;16,590.25;5,235.00;192.00;64,181.25;47,745.25;364.75;8,994.50;3,936.00
Nov 25, 2017;Nov 26, 2017;12,240.00;11,352.50;10,319.00;1,300.75;192.00;64,329.50;42,109.25;0.00;6,442.25;3,936.00
Nov 26, 2017;Nov 27, 2017;12,240.00;12,474.00;11,187.00;3,675.25;192.00;64,099.00;19,372.75;0.00;5,615.00;3,936.00
Nov 27, 2017;Nov 28, 2017;12,240.00;11,692.50;17,529.75;3,582.75;192.00;64,109.75;26,908.25;50.50;7,806.75;3,936.00
Nov 28, 2017;Nov 29, 2017;12,240.00;11,469.50;13,619.50;1,568.00;192.00;64,448.50;61,693.00;408.00;9,175.50;3,936.00
Nov 29, 2017;Nov 30, 2017;12,240.00;11,908.00;2,240.00;2,786.75;192.00;64,643.50;76,396.75;1,185.25;14,426.75;3,936.00
Nov 30, 2017;Dec 1, 2017;12,240.00;11,736.00;5,534.50;1,673.25;192.00;64,702.75;79,698.25;1,329.25;12,865.75;4,024.75
Dec 1, 2017;Dec 2, 2017;12,240.00;11,535.25;1,281.75;2,056.50;192.00;64,585.00;77,774.50;1,025.00;13,900.75;3,936.00
Dec 2, 2017;Dec 3, 2017;12,240.00;10,915.00;2,445.50;2,398.25;192.00;64,604.00;70,558.75;0.00;7,006.50;3,936.00
Dec 3, 2017;Dec 4, 2017;12,240.00;10,545.25;4,578.75;1,936.25;192.00;64,721.25;32,117.00;0.00;4,713.75;3,936.00
Dec 4, 2017;Dec 5, 2017;12,240.00;10,314.00;7,368.00;458.00;192.00;64,499.50;59,357.25;1,959.25;6,730.50;4,916.25
Dec 5, 2017;Dec 6, 2017;12,240.00;10,104.00;7,435.25;2,235.25;192.00;64,541.75;40,222.50;38.50;7,351.50;3,951.00
Dec 6, 2017;Dec 7, 2017;12,240.00;9,847.50;5,787.25;1,852.25;192.00;64,619.50;69,070.50;683.75;10,107.50;3,936.50
Dec 7, 2017;Dec 8, 2017;12,240.00;10,017.00;15,959.00;7,733.75;192.00;64,701.00;58,390.25;1,923.75;5,303.00;3,936.00
Dec 8, 2017;Dec 9, 2017;12,240.00;10,714.25;18,999.00;2,850.25;192.00;64,439.50;42,547.25;0.00;7,528.50;3,936.00
Dec 9, 2017;Dec 10, 2017;12,240.00;11,000.25;19,690.50;2,564.75;192.00;64,137.25;12,145.50;0.00;6,580.00;3,936.00
Dec 10, 2017;Dec 11, 2017;12,240.00;10,796.25;19,837.00;403.50;192.00;62,485.00;13,211.25;0.00;10,310.75;3,936.00
Dec 11, 2017;Dec 12, 2017;12,240.00;13,681.00;16,518.50;830.50;192.00;64,501.75;62,692.75;0.00;10,714.25;3,936.00
Dec 12, 2017;Dec 13, 2017;12,240.00;14,090.50;18,149.75;2,270.00;192.00;64,480.75;43,857.75;0.00;7,281.75;3,936.00
Dec 13, 2017;Dec 14, 2017;12,240.00;13,961.25;18,744.25;6,045.25;192.00;64,616.25;39,847.00;0.00;7,259.25;3,936.00
Dec 14, 2017;Dec 15, 2017;12,240.00;13,848.50;22,626.00;4,530.00;192.00;64,458.75;49,052.75;0.00;8,717.50;3,936.00
Dec 15, 2017;Dec 16, 2017;12,240.00;13,554.25;14,582.75;4,077.50;192.00;64,793.75;71,723.75;2,467.00;17,192.25;4,518.75
Dec 16, 2017;Dec 17, 2017;12,240.00;13,747.75;5,203.50;1,586.25;192.00;64,825.75;40,918.75;0.00;7,339.75;3,936.00
Dec 17, 2017;Dec 18, 2017;12,240.00;13,800.75;8,511.50;1,753.50;192.00;65,093.75;26,685.50;0.00;8,715.50;3,936.00
Dec 18, 2017;Dec 19, 2017;12,240.00;13,668.50;3,390.00;613.25;192.00;64,735.00;48,803.75;1,073.25;16,203.00;3,936.00
Dec 19, 2017;Dec 20, 2017;12,240.00;13,081.25;864.25;947.25;192.00;64,584.50;47,871.75;1,341.75;14,471.75;4,519.50
Dec 20, 2017;Dec 21, 2017;12,240.00;12,691.25;881.50;1,361.00;192.00;64,436.00;47,281.00;1,278.75;12,069.50;3,936.00
Dec 21, 2017;Dec 22, 2017;12,240.00;12,482.00;7,253.75;1,327.25;192.00;64,553.75;35,938.00;0.00;7,159.75;3,936.00
Dec 22, 2017;Dec 23, 2017;12,240.00;12,831.75;3,670.00;1,134.75;192.00;64,475.75;30,962.00;0.00;8,783.00;3,936.00
Dec 23, 2017;Dec 24, 2017;12,240.00;13,561.75;10,752.00;1,554.00;192.00;61,788.50;17,181.50;184.50;3,804.75;3,936.00
Dec 24, 2017;Dec 25, 2017;12,240.00;11,333.00;11,899.00;1,701.25;192.00;38,877.25;4,476.50;0.00;6,313.00;3,936.00
Dec 25, 2017;Dec 26, 2017;12,240.00;11,647.25;6,909.00;4,361.50;192.00;55,113.75;4,886.75;0.00;7,951.50;3,936.00
Dec 26, 2017;Dec 27, 2017;12,240.00;12,144.75;18,575.50;4,478.25;192.00;59,311.25;5,058.75;0.00;3,098.50;3,936.00
Dec 27, 2017;Dec 28, 2017;12,240.00;11,936.75;9,991.75;1,470.75;192.00;64,109.25;20,029.25;0.00;8,076.50;3,936.00
Dec 28, 2017;Dec 29, 2017;12,240.00;11,736.25;13,982.75;1,208.50;192.00;62,864.75;10,460.50;0.00;6,964.50;3,936.00
Dec 29, 2017;Dec 30, 2017;12,240.00;11,409.25;14,440.75;4,940.25;192.00;60,464.00;8,544.50;0.00;7,985.00;3,936.00
Dec 30, 2017;Dec 31, 2017;12,240.00;11,986.00;23,792.75;894.25;192.00;60,268.00;5,278.00;0.00;5,004.25;3,936.00
Dec 31, 2017;Jan 1, 2018;12,240.00;14,146.25;22,979.75;3,932.50;192.00;52,352.00;4,119.00;0.00;6,580.75;3,936.00
